ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
24045,JB344519,07/10/2018 11:26:00 PM,085XX S HERMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0614,006,18,71,01A,1166165,1848114,2018,07/17/2018 03:53:57 PM,41.738799084,-87.666788086,"(41.738799084, -87.666788086)"
24044,JB344497,07/10/2018 11:10:00 PM,028XX W 57TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0824,008,16,63,01A,1158484,1866727,2018,07/17/2018 03:53:57 PM,41.79003576,-87.694423383,"(41.79003576, -87.694423383)"
11382891,JB353104,07/03/2018 12:15:00 AM,078XX S INGLESIDE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0624,006,8,69,06,,,2018,07/17/2018 03:53:57 PM,,,
11382890,JB353080,07/03/2018 12:15:00 AM,078XX S INGLESIDE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0624,006,8,69,11,,,2018,07/17/2018 03:53:57 PM,,,
11382886,JB351505,07/02/2018 09:00:00 AM,014XX E 66TH PL,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0321,003,5,42,11,,,2018,07/17/2018 03:53:57 PM,,,
11382883,JB353132,07/07/2018 06:00:00 PM,077XX N MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2422,024,49,1,08B,,,2018,07/17/2018 03:53:57 PM,,,
11382861,JB351963,07/02/2018 02:00:00 PM,072XX W IRVING PARK RD,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,1631,016,38,17,05,,,2018,07/17/2018 03:53:57 PM,,,
11382856,JB350582,07/10/2018 09:00:00 AM,061XX W ADDISON ST,0810,THEFT,OVER $500,APARTMENT,false,false,1633,016,38,17,06,,,2018,07/17/2018 03:53:57 PM,,,
11382855,JB353182,06/20/2018 12:00:00 AM,068XX S MAY ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0724,007,17,68,05,,,2018,07/17/2018 03:53:57 PM,,,
11382841,JB323465,06/26/2018 01:05:00 PM,036XX W DIVISION ST,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,false,false,1112,011,27,23,26,,,2018,07/17/2018 03:53:57 PM,,,
11382828,JB353137,05/28/2018 08:30:00 PM,014XX S CANAL ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,0124,001,2,28,06,,,2018,07/17/2018 03:53:57 PM,,,
11382720,JB351828,07/01/2018 08:00:00 AM,012XX S SAWYER AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1022,010,24,29,11,,,2018,07/17/2018 03:53:57 PM,,,
11382712,JB351892,06/20/2018 07:00:00 AM,059XX S PRAIRIE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0232,002,20,40,05,,,2018,07/17/2018 03:53:57 PM,,,
11382711,JB352821,05/03/2018 08:15:00 PM,041XX W BARRY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2523,025,31,21,08A,,,2018,07/17/2018 03:53:57 PM,,,
11382710,JB352112,07/10/2018 05:15:00 PM,0000X E GRAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,1834,018,42,8,11,,,2018,07/17/2018 03:53:57 PM,,,
11382570,JB352659,07/03/2018 11:00:00 PM,103XX S DOTY AVE E,0810,THEFT,OVER $500,OTHER,false,false,0434,004,10,51,06,,,2018,07/17/2018 03:53:57 PM,,,
11382556,JB352810,07/02/2018 03:00:00 AM,078XX S BURNHAM AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0421,004,7,43,06,,,2018,07/17/2018 03:53:57 PM,,,
11382529,JB352753,06/29/2018 10:00:00 AM,013XX W CHICAGO AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,PARK PROPERTY,false,false,1213,012,27,24,17,,,2018,07/17/2018 03:53:57 PM,,,
11382523,JB352831,07/04/2018 04:30:00 PM,006XX W MONTROSE DR,0810,THEFT,OVER $500,PARK PROPERTY,false,false,1915,019,46,3,06,,,2018,07/17/2018 03:53:57 PM,,,
11382512,JB352713,06/28/2018 09:00:00 AM,0000X W 87TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,false,false,0634,006,21,44,11,,,2018,07/17/2018 03:53:57 PM,,,
11382508,JB351918,07/04/2018 12:45:00 AM,079XX S EXCHANGE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0422,004,7,46,03,,,2018,07/17/2018 03:53:57 PM,,,
11382292,JB352579,06/22/2018 01:30:00 PM,081XX S MARSHFIELD AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,0614,006,18,71,06,,,2018,07/17/2018 03:53:57 PM,,,
11382278,JB352401,07/07/2018 12:00:00 AM,006XX W WASHINGTON BLVD,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,OTHER,false,false,0121,001,42,28,11,,,2018,07/17/2018 03:53:57 PM,,,
11382262,JB352531,07/09/2018 09:53:00 AM,066XX N RIDGE BLVD,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,COMMERCIAL / BUSINESS OFFICE,false,false,2432,024,50,1,26,,,2018,07/17/2018 03:53:57 PM,,,
11382244,JB352086,07/10/2018 11:20:00 AM,0000X E ADAMS ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0112,001,42,32,06,,,2018,07/17/2018 03:53:57 PM,,,
11382232,JB352388,07/07/2018 04:00:00 PM,002XX S STATE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,false,false,0113,001,42,32,11,,,2018,07/17/2018 03:53:57 PM,,,
11382208,JB352484,05/31/2018 05:05:00 PM,076XX S KINGSTON AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0421,004,7,43,06,,,2018,07/17/2018 03:53:57 PM,,,
11382195,JB343894,07/10/2018 03:00:00 PM,076XX S RHODES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0624,006,6,69,08B,,,2018,07/17/2018 03:53:57 PM,,,
11382183,JB352387,05/05/2018 08:00:00 AM,016XX W 119TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,2234,022,34,75,11,,,2018,07/17/2018 03:53:57 PM,,,
11382161,JB352278,07/04/2018 03:30:00 PM,051XX S WENTWORTH AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,POLICE FACILITY/VEH PARKING LOT,false,false,0225,002,3,37,26,,,2018,07/17/2018 03:53:57 PM,,,
11382145,JB352421,07/05/2018 01:00:00 PM,019XX W ERIE ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1221,012,1,24,06,,,2018,07/17/2018 03:53:57 PM,,,
11382122,JB352358,07/10/2018 11:30:00 AM,057XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,2022,020,48,77,08A,,,2018,07/17/2018 03:53:57 PM,,,
11382119,JB352378,07/06/2018 04:00:00 PM,049XX W VAN BUREN ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,1533,015,24,25,11,,,2018,07/17/2018 03:53:57 PM,,,
11382110,JB352334,07/03/2018 11:15:00 AM,0000X W JACKSON BLVD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,SIDEWALK,false,false,0113,001,42,32,11,,,2018,07/17/2018 03:53:57 PM,,,
11382101,JB352326,04/01/2018 09:00:00 AM,008XX W WINDSOR AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1914,019,46,3,11,,,2018,07/17/2018 03:53:57 PM,,,
11382090,JB350970,07/09/2018 12:00:00 AM,066XX S CAMPBELL AVE,0810,THEFT,OVER $500,RESIDENCE-GARAGE,false,false,0832,008,15,66,06,,,2018,07/17/2018 03:53:57 PM,,,
11382083,JB352245,07/04/2018 05:49:00 PM,041XX W FULLERTON AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,false,false,2524,025,31,20,11,,,2018,07/17/2018 03:53:57 PM,,,
11382081,JB352108,07/10/2018 05:00:00 PM,0000X E MADISON ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,0112,001,42,32,06,,,2018,07/17/2018 03:53:57 PM,,,
11382055,JB352265,07/10/2018 09:00:00 AM,057XX S KENTON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,0813,008,13,62,11,,,2018,07/17/2018 03:53:57 PM,,,
11382053,JB352163,01/28/2018 09:00:00 AM,059XX S LA SALLE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,0232,002,20,68,11,,,2018,07/17/2018 03:53:57 PM,,,
11382047,JB352198,06/29/2018 12:00:00 PM,026XX N MILDRED AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1935,019,43,7,14,,,2018,07/17/2018 03:53:57 PM,,,
11382046,JB352132,07/09/2018 04:00:00 AM,013XX S KEDVALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1011,010,24,29,14,,,2018,07/17/2018 03:53:57 PM,,,
11382042,JB352188,04/01/2018 01:00:00 PM,028XX W WASHINGTON BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1222,012,2,27,11,,,2018,07/17/2018 03:53:57 PM,,,
11382038,JB352165,07/10/2018 03:00:00 PM,066XX S HAMILTON AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,false,false,0726,007,15,67,11,,,2018,07/17/2018 03:53:57 PM,,,
11382034,JB352166,06/19/2018 09:00:00 PM,017XX N CICERO AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,false,false,2533,025,37,25,11,,,2018,07/17/2018 03:53:57 PM,,,
11382032,JB352116,06/18/2018 07:30:00 AM,068XX S CHAPPEL AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0331,003,5,43,08A,,,2018,07/17/2018 03:53:57 PM,,,
11382028,JB352172,07/07/2018 01:00:00 PM,080XX S MARYLAND AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,false,0631,006,8,44,26,,,2018,07/17/2018 03:53:57 PM,,,
11382026,JB351985,06/29/2018 10:00:00 AM,015XX S MILLARD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,1014,010,24,29,11,,,2018,07/17/2018 03:53:57 PM,,,
11382022,JB352048,07/07/2018 08:00:00 PM,041XX W 24TH PL,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,true,1013,010,22,30,20,,,2018,07/17/2018 03:53:57 PM,,,
11382021,JB352139,04/28/2018 05:00:00 PM,064XX S KEELER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0813,008,13,65,11,,,2018,07/17/2018 03:53:57 PM,,,
11382017,JB352068,06/23/2018 12:01:00 AM,044XX N LINCOLN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,LIBRARY,false,false,1911,019,47,4,26,,,2018,07/17/2018 03:53:57 PM,,,
11382007,JB352161,07/01/2018 12:00:00 PM,016XX N CLAREMONT AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1434,014,1,24,05,,,2018,07/17/2018 03:53:57 PM,,,
11382000,JB352135,06/18/2018 10:00:00 AM,052XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,2023,020,48,77,08A,,,2018,07/17/2018 03:53:57 PM,,,
11381993,JB351134,06/30/2018 02:00:00 AM,033XX N HALSTED ST,0460,BATTERY,SIMPLE,OTHER,false,false,1925,019,44,6,08B,,,2018,07/17/2018 03:53:57 PM,,,
11381991,JB352078,05/24/2018 07:00:00 AM,042XX W CULLERTON ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1012,010,24,29,05,,,2018,07/17/2018 03:53:57 PM,,,
11381984,JB351994,07/08/2018 11:23:00 PM,044XX N MAGNOLIA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,1913,019,46,3,26,,,2018,07/17/2018 03:53:57 PM,,,
11381970,JB352034,06/26/2018 02:00:00 PM,006XX N ST CLAIR ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESTAURANT,false,false,1834,018,42,8,04A,,,2018,07/17/2018 03:53:57 PM,,,
11381961,JB340653,07/06/2018 09:00:00 PM,102XX S OGLESBY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0431,004,10,51,14,,,2018,07/17/2018 03:53:57 PM,,,
11381942,JB350698,06/05/2018 11:00:00 AM,038XX N MILWAUKEE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1731,017,38,15,11,,,2018,07/17/2018 03:53:57 PM,,,
11381935,JB352018,06/30/2018 12:00:00 AM,004XX E 61ST ST,0610,BURGLARY,FORCIBLE ENTRY,DAY CARE CENTER,false,false,0313,003,20,42,05,,,2018,07/17/2018 03:53:57 PM,,,
11381934,JB351857,06/17/2018 04:12:00 AM,027XX N CLYBOURN AVE,0810,THEFT,OVER $500,WAREHOUSE,false,false,1931,019,32,7,06,,,2018,07/17/2018 03:53:57 PM,,,
11381926,JB351978,06/08/2018 12:00:00 AM,023XX S MICHIGAN AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,0131,001,2,33,10,,,2018,07/17/2018 03:53:57 PM,,,
11381924,JB352010,05/17/2018 06:40:00 PM,015XX N WESTERN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,false,false,1424,014,1,24,11,,,2018,07/17/2018 03:53:57 PM,,,
11381890,JB351933,07/08/2018 11:00:00 PM,073XX S CAMPBELL AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0835,008,18,66,06,,,2018,07/17/2018 03:53:57 PM,,,
11381829,JB351806,07/03/2018 09:00:00 AM,003XX W ONTARIO ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,BANK,false,false,1831,018,42,8,10,,,2018,07/17/2018 03:53:57 PM,,,
11381815,JB351851,07/07/2018 12:00:00 AM,018XX N MOBILE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,2513,025,29,25,11,,,2018,07/17/2018 03:53:57 PM,,,
11381813,JB351852,07/05/2018 12:00:00 PM,009XX S WESTERN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,false,false,1135,011,28,28,14,,,2018,07/17/2018 03:53:57 PM,,,
11381811,JB351843,05/01/2018 10:00:00 AM,083XX W IRVING PARK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1631,016,36,17,14,,,2018,07/17/2018 03:53:57 PM,,,
11381805,JB351864,06/21/2018 08:00:00 AM,088XX S BEVERLY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,2221,022,21,71,11,,,2018,07/17/2018 03:53:57 PM,,,
11381783,JB351732,06/10/2018 10:00:00 AM,062XX S CAMPBELL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0825,008,15,66,05,,,2018,07/17/2018 03:53:57 PM,,,
11381767,JB351809,06/16/2018 12:00:00 PM,103XX S LOWE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2232,022,34,49,14,,,2018,07/17/2018 03:53:57 PM,,,
11381766,JB351819,07/07/2018 08:00:00 PM,039XX W VAN BUREN ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1132,011,24,26,06,,,2018,07/17/2018 03:53:57 PM,,,
11381763,JB351800,06/20/2018 04:00:00 PM,061XX S HONORE ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0714,007,15,67,06,,,2018,07/17/2018 03:53:57 PM,,,
11381760,JB351771,07/09/2018 09:00:00 AM,010XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,1224,012,27,28,06,,,2018,07/17/2018 03:53:57 PM,,,
11381751,JB351741,06/23/2018 12:00:00 AM,026XX W 68TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0831,008,15,66,05,,,2018,07/17/2018 03:53:57 PM,,,
11381750,JB351782,06/28/2018 09:00:00 AM,009XX W CARMEN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2024,020,48,3,11,,,2018,07/17/2018 03:53:57 PM,,,
11381746,JB351765,07/08/2018 08:00:00 PM,027XX N RACINE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,1932,019,32,7,26,,,2018,07/17/2018 03:53:57 PM,,,
11381745,JB351657,07/10/2018 03:00:00 AM,005XX W HARRISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GOVERNMENT BUILDING/PROPERTY,false,false,0124,001,2,28,14,,,2018,07/17/2018 03:53:57 PM,,,
11381742,JB351724,06/28/2018 09:00:00 AM,001XX E 105TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0512,005,9,49,11,,,2018,07/17/2018 03:53:57 PM,,,
11381725,JB349944,06/15/2018 12:15:00 AM,014XX N RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,2535,025,26,23,08B,,,2018,07/17/2018 03:53:57 PM,,,
11381542,JB344790,07/10/2018 06:30:00 PM,081XX S DREXEL AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0631,006,8,44,04B,,,2018,07/17/2018 03:53:57 PM,,,
11381150,JB351106,07/10/2018 06:00:00 PM,064XX N GREENVIEW AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2432,024,40,1,07,,,2018,07/17/2018 03:53:57 PM,,,
11381126,JB351090,07/10/2018 09:00:00 PM,007XX W ADAMS ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1232,012,27,28,06,,,2018,07/17/2018 03:53:57 PM,,,
11380809,JB350592,07/10/2018 08:00:00 PM,049XX S MILLARD AVE,0583,STALKING,CYBERSTALKING,RESIDENCE,false,false,0821,008,14,62,08A,,,2018,07/17/2018 03:53:57 PM,,,
11380661,JB343864,07/10/2018 03:00:00 PM,072XX S PHILLIPS AVE,0460,BATTERY,SIMPLE,STREET,false,false,0334,003,7,43,08B,,,2018,07/17/2018 03:53:57 PM,,,
11380331,JB344115,07/10/2018 05:43:00 PM,081XX S SOUTH SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0422,004,7,46,14,,,2018,07/17/2018 03:53:57 PM,,,
11380261,JB347065,07/10/2018 07:12:00 PM,070XX S CREGIER AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,0332,003,5,43,06,,,2018,07/17/2018 03:53:57 PM,,,
11380258,JB349805,07/10/2018 05:30:00 PM,079XX S ADA ST,0560,ASSAULT,SIMPLE,OTHER,false,false,0612,006,21,71,08A,,,2018,07/17/2018 03:53:57 PM,,,
11380138,JB349634,07/10/2018 01:30:00 AM,007XX N SACRAMENTO BLVD,0810,THEFT,OVER $500,OTHER,false,false,1221,012,27,23,06,,,2018,07/17/2018 03:53:57 PM,,,
11380123,JB349712,07/10/2018 04:00:00 AM,036XX S OAKLEY AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0912,009,11,59,06,,,2018,07/17/2018 03:53:57 PM,,,
11379979,JB349542,07/10/2018 06:30:00 PM,012XX W OAKDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1933,019,32,6,14,,,2018,07/17/2018 03:53:57 PM,,,
11379898,JB349421,07/10/2018 10:00:00 AM,013XX W MADISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1224,012,27,28,11,,,2018,07/17/2018 03:53:57 PM,,,
11379847,JB349367,07/10/2018 08:00:00 PM,085XX S BISHOP ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0614,006,21,71,08A,,,2018,07/17/2018 03:53:57 PM,,,
11379818,JB349277,07/10/2018 12:00:00 PM,113XX S OAKLEY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2212,022,19,75,06,,,2018,07/17/2018 03:53:57 PM,,,
11379813,JB349341,07/10/2018 10:45:00 PM,071XX N SHERIDAN RD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESTAURANT,false,false,2423,024,49,1,11,,,2018,07/17/2018 03:53:57 PM,,,
11379791,JB343774,07/10/2018 02:00:00 PM,128XX S LOWE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0523,005,9,53,08A,,,2018,07/17/2018 03:53:57 PM,,,
11379776,JB349257,07/10/2018 01:00:00 PM,042XX W 25TH ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1013,010,22,30,06,,,2018,07/17/2018 03:53:57 PM,,,
11379621,JB344535,07/10/2018 11:45:00 AM,077XX S UNION AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0621,006,17,71,05,,,2018,07/17/2018 03:53:57 PM,,,
11379404,JB348730,07/10/2018 09:00:00 PM,063XX S LANGLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0312,003,20,42,14,,,2018,07/17/2018 03:53:57 PM,,,
11379260,JB348526,07/10/2018 04:30:00 PM,045XX N MAGNOLIA AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1913,019,46,3,11,,,2018,07/17/2018 03:53:57 PM,,,
11379253,JB347126,07/10/2018 11:45:00 PM,132XX S St Lawrence ave,0820,THEFT,$500 AND UNDER,STREET,false,false,0533,005,9,54,06,,,2018,07/17/2018 03:53:57 PM,,,
11379024,JB348213,07/10/2018 06:00:00 PM,053XX N SPAULDING AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1712,017,39,13,06,,,2018,07/17/2018 03:53:57 PM,,,
11379012,JB348116,07/10/2018 11:00:00 PM,083XX S BAKER AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,0424,004,7,46,26,,,2018,07/17/2018 03:53:57 PM,,,
11378918,JB348009,07/10/2018 09:39:00 AM,091XX S DAMEN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2221,022,19,72,26,,,2018,07/17/2018 03:53:57 PM,,,
11378800,JB347795,07/10/2018 10:00:00 PM,037XX W MC LEAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,2525,025,26,22,08B,,,2018,07/17/2018 03:53:57 PM,,,
11378793,JB347868,07/10/2018 06:59:00 AM,002XX W RANDOLPH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0122,001,42,32,14,,,2018,07/17/2018 03:53:57 PM,,,
11378756,JB347806,07/10/2018 11:00:00 AM,102XX S VINCENNES AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",SMALL RETAIL STORE,false,false,2213,022,21,73,11,,,2018,07/17/2018 03:53:57 PM,,,
11378655,JB347631,07/10/2018 09:00:00 AM,012XX W CORNELIA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1924,019,44,6,06,1167502,1923381,2018,07/17/2018 03:53:57 PM,41.945310335,-87.65972677,"(41.945310335, -87.65972677)"
11378635,JB347582,07/10/2018 08:00:00 PM,003XX S WHIPPLE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1124,011,28,27,26,1156099,1898324,2018,07/17/2018 03:53:57 PM,41.876790076,-87.702317506,"(41.876790076, -87.702317506)"
11378495,JB343492,07/10/2018 11:00:00 AM,077XX S SOUTH SHORE DR,0460,BATTERY,SIMPLE,SIDEWALK,false,true,0421,004,7,43,08B,,,2018,07/17/2018 03:53:57 PM,,,
11378447,JB347410,07/10/2018 12:30:00 AM,015XX S TRUMBULL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1021,010,24,29,07,1153622,1892172,2018,07/17/2018 03:53:57 PM,41.859957927,-87.711575939,"(41.859957927, -87.711575939)"
11378299,JB347279,07/10/2018 12:00:00 AM,039XX N MEADE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,OTHER,false,false,1633,016,38,17,20,,,2018,07/17/2018 03:53:57 PM,,,
11378212,JB347021,07/10/2018 12:00:00 PM,032XX W 64TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,false,false,0823,008,15,66,11,1155935,1862005,2018,07/17/2018 03:53:57 PM,41.777129503,-87.703896675,"(41.777129503, -87.703896675)"
11378209,JB347146,07/10/2018 06:23:00 AM,062XX S FAIRFIELD AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0825,008,15,66,06,1159116,1863142,2018,07/17/2018 03:53:57 PM,41.780185109,-87.692204019,"(41.780185109, -87.692204019)"
11378195,JB347167,07/10/2018 04:00:00 PM,067XX S EUCLID AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,true,false,0332,003,5,43,26,1190368,1860736,2018,07/17/2018 03:53:57 PM,41.772886326,-87.57770796,"(41.772886326, -87.57770796)"
11378135,JB346865,07/10/2018 11:00:00 AM,015XX S RIDGEWAY AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,1014,010,24,29,17,1151626,1892257,2018,07/17/2018 03:53:57 PM,41.860230608,-87.718900528,"(41.860230608, -87.718900528)"
11378118,JB346150,07/10/2018 07:00:00 PM,042XX N KEYSTONE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1722,017,39,16,06,1148534,1927769,2018,07/17/2018 03:53:57 PM,41.957739227,-87.729332637,"(41.957739227, -87.729332637)"
11378115,JB346695,07/10/2018 08:55:00 AM,0000X S WACKER DR,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,false,false,0122,001,2,32,11,1173872,1900123,2018,07/17/2018 03:53:57 PM,41.881349543,-87.637007309,"(41.881349543, -87.637007309)"
11378104,JB346859,07/10/2018 11:56:00 PM,015XX N Milwaukee Ave,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,APARTMENT,false,false,1424,014,1,24,14,1163187,1910265,2018,07/17/2018 03:53:57 PM,41.909411174,-87.675956643,"(41.909411174, -87.675956643)"
