ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11370809,JB336753,07/05/2018 04:00:00 PM,003XX S WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1124,011,28,27,08B,1156099,1898324,2018,07/12/2018 03:56:08 PM,41.876790076,-87.702317506,"(41.876790076, -87.702317506)"
11370808,JB337286,07/05/2018 10:25:00 PM,052XX W CHICAGO AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,true,false,1524,015,37,25,18,1141332,1904828,2018,07/12/2018 03:56:08 PM,41.894922978,-87.756377416,"(41.894922978, -87.756377416)"
11370807,JB337220,07/05/2018 09:41:00 PM,036XX W LEXINGTON ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,1133,011,24,27,04B,1152141,1896451,2018,07/12/2018 03:56:08 PM,41.871729291,-87.716899535,"(41.871729291, -87.716899535)"
11370806,JB336801,07/05/2018 04:05:00 PM,005XX N ST LOUIS AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1121,011,27,23,03,1152953,1903397,2018,07/12/2018 03:56:08 PM,41.890773801,-87.713734226,"(41.890773801, -87.713734226)"
11370805,JB337318,07/05/2018 11:04:00 PM,079XX S EXCHANGE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,0422,004,7,46,26,1197209,1852940,2018,07/12/2018 03:56:08 PM,41.751325905,-87.552890447,"(41.751325905, -87.552890447)"
11370804,JB337335,07/05/2018 09:00:00 AM,076XX S OGLESBY AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0414,004,7,43,08A,1193192,1854864,2018,07/12/2018 03:56:08 PM,41.756704562,-87.567547739,"(41.756704562, -87.567547739)"
11370802,JB337238,07/05/2018 09:46:00 PM,079XX S COTTAGE GROVE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CTA BUS STOP,true,false,0624,006,8,44,15,1182930,1852635,2018,07/12/2018 03:56:08 PM,41.750832464,-87.605224746,"(41.750832464, -87.605224746)"
11370737,JB337227,07/05/2018 09:12:00 PM,074XX S ST LAWRENCE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,0323,003,6,69,18,1181524,1855798,2018,07/12/2018 03:56:08 PM,41.759544609,-87.610279546,"(41.759544609, -87.610279546)"
11370736,JB336977,07/05/2018 04:45:00 PM,088XX S COTTAGE GROVE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,ALLEY,true,false,0632,006,8,44,18,1183114,1846324,2018,07/12/2018 03:56:08 PM,41.733510114,-87.604746291,"(41.733510114, -87.604746291)"
11370734,JB337120,07/05/2018 07:27:00 PM,026XX E 79TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,true,false,0421,004,7,43,15,1195417,1853105,2018,07/12/2018 03:56:08 PM,41.751823096,-87.559451673,"(41.751823096, -87.559451673)"
11370732,JB337209,07/05/2018 09:05:00 PM,053XX W LAKE ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,true,1523,015,28,25,04A,1140889,1902058,2018,07/12/2018 03:56:08 PM,41.887329923,-87.758072664,"(41.887329923, -87.758072664)"
11370731,JB337158,07/05/2018 08:25:00 PM,041XX W CRYSTAL ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,2534,025,37,23,04B,1148531,1908013,2018,07/12/2018 03:56:08 PM,41.903527064,-87.729854876,"(41.903527064, -87.729854876)"
11370730,JB337076,07/05/2018 07:28:00 PM,014XX N KOLIN AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,false,true,2534,025,37,23,04B,1147115,1909135,2018,07/12/2018 03:56:08 PM,41.906633166,-87.735027465,"(41.906633166, -87.735027465)"
11370729,JB337197,07/05/2018 08:40:00 PM,048XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0931,009,20,61,08B,1165162,1872678,2018,07/12/2018 03:56:08 PM,41.80622723,-87.669768502,"(41.80622723, -87.669768502)"
11370728,JB337054,07/05/2018 07:20:00 PM,040XX S WABASH AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,false,0213,002,3,38,04A,1177383,1878283,2018,07/12/2018 03:56:08 PM,41.821340178,-87.624776951,"(41.821340178, -87.624776951)"
11370727,JB336673,07/05/2018 02:51:00 PM,067XX S COTTAGE GROVE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,GAS STATION,false,true,0321,003,20,42,03,1182717,1860597,2018,07/12/2018 03:56:08 PM,41.77268594,-87.605758495,"(41.77268594, -87.605758495)"
11370726,JB337069,07/05/2018 07:28:00 PM,029XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1931,019,32,6,06,1165142,1919763,2018,07/12/2018 03:56:08 PM,41.935432921,-87.668504341,"(41.935432921, -87.668504341)"
11370722,JB337193,07/05/2018 09:05:00 PM,012XX W LELAND AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,APARTMENT,false,false,1913,019,46,3,08B,1167324,1931353,2018,07/12/2018 03:56:08 PM,41.967189655,-87.660150847,"(41.967189655, -87.660150847)"
11370721,JB337206,07/05/2018 06:00:00 PM,020XX N KENNETH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2522,025,31,20,05,1146394,1913120,2018,07/12/2018 03:56:08 PM,41.917582181,-87.737574334,"(41.917582181, -87.737574334)"
11370718,JB337113,07/05/2018 07:50:00 PM,057XX S WENTWORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,true,0232,002,20,68,14,1175955,1866633,2018,07/12/2018 03:56:08 PM,41.789403671,-87.630365095,"(41.789403671, -87.630365095)"
11370717,JB336776,07/05/2018 03:40:00 PM,071XX S DORCHESTER AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0324,003,5,43,08A,1186779,1857721,2018,07/12/2018 03:56:08 PM,41.764698678,-87.590959498,"(41.764698678, -87.590959498)"
11370716,JB337082,07/05/2018 07:40:00 PM,064XX N CLARK ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,2432,024,40,1,26,1164254,1943116,2018,07/12/2018 03:56:08 PM,41.999533347,-87.671104423,"(41.999533347, -87.671104423)"
11370714,JB336893,07/05/2018 04:22:00 PM,020XX N KOSTNER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,2522,025,31,20,15,1146721,1913403,2018,07/12/2018 03:56:08 PM,41.918352521,-87.736365677,"(41.918352521, -87.736365677)"
11370713,JB336737,07/05/2018 03:40:00 PM,048XX S DREXEL BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0222,002,4,39,08B,1183133,1873130,2018,07/12/2018 03:56:08 PM,41.807067906,-87.603843747,"(41.807067906, -87.603843747)"
11370712,JB336959,07/05/2018 05:43:00 PM,038XX W MAYPOLE AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,1122,011,28,26,26,1150737,1900939,2018,07/12/2018 03:56:08 PM,41.884072411,-87.721936843,"(41.884072411, -87.721936843)"
11370711,JB337015,07/05/2018 06:50:00 PM,054XX S WENTWORTH AVE,0320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,0225,002,3,37,03,1175896,1868633,2018,07/12/2018 03:56:08 PM,41.794893197,-87.630521478,"(41.794893197, -87.630521478)"
11370710,JB337130,07/05/2018 07:37:00 PM,021XX S MILLARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1014,010,24,29,14,1152370,1889461,2018,07/12/2018 03:56:08 PM,41.852543412,-87.716243239,"(41.852543412, -87.716243239)"
11370709,JB337185,07/05/2018 07:00:00 PM,055XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,STREET,false,false,0225,002,3,68,08B,1175904,1868322,2018,07/12/2018 03:56:08 PM,41.794039603,-87.630501466,"(41.794039603, -87.630501466)"
11370708,JB336991,07/05/2018 06:10:00 PM,062XX S MICHIGAN AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,false,false,0311,003,20,40,20,1178263,1863570,2018,07/12/2018 03:56:08 PM,41.780946398,-87.621995369,"(41.780946398, -87.621995369)"
11370707,JB336477,07/05/2018 01:09:00 PM,002XX E PEARSON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1833,018,42,8,07,1178197,1906091,2018,07/12/2018 03:56:08 PM,41.897628634,-87.620944369,"(41.897628634, -87.620944369)"
11370706,JB336526,07/05/2018 01:25:00 PM,007XX N ORLEANS ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,COMMERCIAL / BUSINESS OFFICE,false,false,1831,018,42,8,08A,1173787,1905450,2018,07/12/2018 03:56:08 PM,41.895969036,-87.637160727,"(41.895969036, -87.637160727)"
11370705,JB337177,07/05/2018 07:30:00 PM,007XX E 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,0624,006,6,44,14,1182489,1852786,2018,07/12/2018 03:56:08 PM,41.751257054,-87.606836094,"(41.751257054, -87.606836094)"
11370704,JB337213,07/05/2018 09:00:00 PM,002XX W 31ST ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,0915,009,11,34,06,1175287,1884420,2018,07/12/2018 03:56:08 PM,41.838227796,-87.632282365,"(41.838227796, -87.632282365)"
11370703,JB337183,07/05/2018 08:46:00 PM,009XX W ARMITAGE AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,true,false,1813,018,43,7,26,1169510,1913486,2018,07/12/2018 03:56:08 PM,41.918114451,-87.652634924,"(41.918114451, -87.652634924)"
11370702,JB336940,07/05/2018 05:25:00 PM,009XX E 75TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,BAR OR TAVERN,false,true,0323,003,8,69,04B,1183963,1855484,2018,07/12/2018 03:56:08 PM,41.758626359,-87.601350551,"(41.758626359, -87.601350551)"
11370701,JB337198,07/05/2018 06:20:00 AM,064XX S LOREL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,0813,008,13,64,06,1141844,1861434,2018,07/12/2018 03:56:08 PM,41.77583399,-87.755568937,"(41.77583399, -87.755568937)"
11370700,JB337205,07/05/2018 08:40:00 PM,033XX W MADISON ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1124,011,28,27,18,1154031,1899817,2018,07/12/2018 03:56:08 PM,41.880928493,-87.709870779,"(41.880928493, -87.709870779)"
11370699,JB337071,07/05/2018 12:01:00 AM,036XX W 64TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0823,008,13,65,14,1153114,1861592,2018,07/12/2018 03:56:08 PM,41.776052363,-87.714249422,"(41.776052363, -87.714249422)"
11370698,JB337080,07/05/2018 05:04:00 PM,019XX W MONTEREY AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,false,false,2212,022,19,75,08B,1165742,1830843,2018,07/12/2018 03:56:08 PM,41.691413679,-87.668826246,"(41.691413679, -87.668826246)"
11370695,JB337154,07/05/2018 08:09:00 PM,006XX N LECLAIRE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1532,015,28,25,18,1142237,1904024,2018,07/12/2018 03:56:08 PM,41.892699959,-87.753073521,"(41.892699959, -87.753073521)"
11370694,JB337166,07/05/2018 08:50:00 PM,047XX S WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,true,false,0922,009,12,58,26,1161164,1873304,2018,07/12/2018 03:56:08 PM,41.808028819,-87.684414463,"(41.808028819, -87.684414463)"
11370692,JB336648,07/05/2018 01:00:00 PM,003XX N CENTRAL AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1523,015,28,25,08A,1138982,1901726,2018,07/12/2018 03:56:08 PM,41.88645374,-87.765083909,"(41.88645374, -87.765083909)"
11370691,JB336992,07/05/2018 05:29:00 PM,052XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,2023,020,48,77,06,1168697,1934885,2018,07/12/2018 03:56:08 PM,41.976851852,-87.654999693,"(41.976851852, -87.654999693)"
11370690,JB337046,07/05/2018 06:41:00 PM,013XX W 81ST ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0613,006,21,71,05,1168950,1851057,2018,07/12/2018 03:56:08 PM,41.746815443,-87.656499585,"(41.746815443, -87.656499585)"
11370688,JB336665,07/05/2018 03:15:00 PM,080XX S ELLIS AVE,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,RESIDENCE,false,false,0631,006,8,44,26,1184289,1851923,2018,07/12/2018 03:56:08 PM,41.748846996,-87.600266999,"(41.748846996, -87.600266999)"
11370686,JB336795,07/05/2018 03:30:00 PM,091XX S HALSTED ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),true,false,2223,022,21,73,04B,1172580,1844294,2018,07/12/2018 03:56:08 PM,41.728177735,-87.643397024,"(41.728177735, -87.643397024)"
11370685,JB337174,07/05/2018 08:40:00 PM,052XX N LINCOLN AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GROCERY FOOD STORE,false,false,2011,020,40,4,10,1158514,1934867,2018,07/12/2018 03:56:08 PM,41.977017622,-87.692447486,"(41.977017622, -87.692447486)"
11370684,JB336904,07/05/2018 05:30:00 PM,080XX S HALSTED ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0621,006,21,71,06,1172366,1851533,2018,07/12/2018 03:56:08 PM,41.748047232,-87.643968533,"(41.748047232, -87.643968533)"
11370683,JB337098,07/05/2018 06:47:00 PM,085XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,0632,006,6,44,06,1183056,1848421,2018,07/12/2018 03:56:08 PM,41.739265865,-87.604893749,"(41.739265865, -87.604893749)"
11370682,JB336998,07/05/2018 01:00:00 PM,102XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0511,005,9,49,14,1180718,1837243,2018,07/12/2018 03:56:08 PM,41.708646037,-87.613802006,"(41.708646037, -87.613802006)"
11370681,JB336944,07/05/2018 05:51:00 PM,012XX W WASHBURNE AVE,0460,BATTERY,SIMPLE,STREET,false,true,1233,012,2,28,08B,1168364,1894533,2018,07/12/2018 03:56:08 PM,41.866131003,-87.657393938,"(41.866131003, -87.657393938)"
11370680,JB336826,07/05/2018 04:30:00 PM,012XX E 78TH ST,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,false,false,0411,004,8,45,26,1185660,1853526,2018,07/12/2018 03:56:08 PM,41.753213625,-87.595192816,"(41.753213625, -87.595192816)"
11370679,JB337124,07/05/2018 07:55:00 PM,008XX W ADDISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1923,019,44,6,08B,1169826,1924123,2018,07/12/2018 03:56:08 PM,41.947295978,-87.651162974,"(41.947295978, -87.651162974)"
11370678,JB336909,07/05/2018 05:55:00 PM,111XX S EMERALD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2233,022,34,49,08B,1173301,1830990,2018,07/12/2018 03:56:08 PM,41.691653719,-87.641147626,"(41.691653719, -87.641147626)"
11370676,JB336953,07/05/2018 06:08:00 PM,021XX W IRVING PARK RD,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SMALL RETAIL STORE,false,false,1921,019,47,5,03,1161430,1926541,2018,07/12/2018 03:56:08 PM,41.95411032,-87.681956831,"(41.95411032, -87.681956831)"
11370675,JB337109,07/05/2018 07:25:00 PM,005XX E 130TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,PARKING LOT/GARAGE(NON.RESID.),true,false,0533,005,9,54,26,1182215,1819214,2018,07/12/2018 03:56:08 PM,41.659137482,-87.608875108,"(41.659137482, -87.608875108)"
11370674,JB337112,07/05/2018 07:26:00 PM,008XX N LAWNDALE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1112,011,27,23,18,1151563,1905442,2018,07/12/2018 03:56:08 PM,41.896412917,-87.718785232,"(41.896412917, -87.718785232)"
11370673,JB336931,07/05/2018 05:45:00 PM,052XX S LOOMIS BLVD,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0934,009,16,61,03,1167889,1869908,2018,07/12/2018 03:56:08 PM,41.798567826,-87.659846439,"(41.798567826, -87.659846439)"
11370672,JB336585,07/05/2018 01:04:00 PM,005XX E 130TH ST,1120,DECEPTIVE PRACTICE,FORGERY,PARKING LOT/GARAGE(NON.RESID.),false,false,0532,005,9,54,10,1182144,1819212,2018,07/12/2018 03:56:08 PM,41.659133631,-87.609134976,"(41.659133631, -87.609134976)"
11370671,JB337072,07/05/2018 06:45:00 PM,005XX N STATE ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1831,018,42,8,08A,1176277,1903831,2018,07/12/2018 03:56:08 PM,41.891470611,-87.628064457,"(41.891470611, -87.628064457)"
11370670,JB337146,07/05/2018 07:50:00 PM,078XX S ESSEX AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0421,004,7,43,19,1194220,1853454,2018,07/12/2018 03:56:08 PM,41.75281024,-87.5638266,"(41.75281024, -87.5638266)"
11370667,JB337117,07/05/2018 03:00:00 PM,047XX N LINCOLN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,1911,019,47,4,26,1159719,1931556,2018,07/12/2018 03:56:08 PM,41.967907258,-87.688107866,"(41.967907258, -87.688107866)"
11370666,JB337092,07/05/2018 07:33:00 PM,074XX S BLACKSTONE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,false,false,0324,003,5,43,03,1187499,1855782,2018,07/12/2018 03:56:08 PM,41.759360805,-87.588382086,"(41.759360805, -87.588382086)"
11370665,JB336923,07/05/2018 05:42:00 PM,034XX W OGDEN AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,true,false,1024,010,24,29,18,1153548,1890574,2018,07/12/2018 03:56:08 PM,41.855574302,-87.71189003,"(41.855574302, -87.71189003)"
11370662,JB336943,07/05/2018 12:55:00 AM,066XX S MARSHFIELD AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,0725,007,15,67,06,1166469,1860695,2018,07/12/2018 03:56:08 PM,41.773316624,-87.665316372,"(41.773316624, -87.665316372)"
11370661,JB337143,07/05/2018 07:35:00 PM,059XX S ASHLAND AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,true,false,0713,007,15,67,18,1166689,1865331,2018,07/12/2018 03:56:08 PM,41.786033702,-87.664377696,"(41.786033702, -87.664377696)"
11370660,JB337000,07/05/2018 05:00:00 PM,115XX S HALSTED ST,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0524,005,34,53,06,1173048,1828494,2018,07/12/2018 03:56:08 PM,41.684809877,-87.642147208,"(41.684809877, -87.642147208)"
11370656,JB337062,07/05/2018 06:40:00 PM,031XX N MILWAUKEE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,false,false,2523,025,31,21,04A,1150245,1920843,2018,07/12/2018 03:56:08 PM,41.938700483,-87.723223628,"(41.938700483, -87.723223628)"
11370655,JB337034,07/05/2018 06:24:00 PM,071XX S ASHLAND AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,true,false,0735,007,17,67,08B,1166924,1857165,2018,07/12/2018 03:56:08 PM,41.763620129,-87.663749185,"(41.763620129, -87.663749185)"
11370654,JB337127,07/05/2018 07:36:00 PM,047XX S KNOX AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,0815,008,23,56,14,1146158,1872776,2018,07/12/2018 03:56:08 PM,41.80687764,-87.739466727,"(41.80687764, -87.739466727)"
11370652,JB337055,07/05/2018 07:15:00 PM,089XX S COMMERCIAL AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,SIDEWALK,true,false,0423,004,10,46,24,1197693,1846366,2018,07/12/2018 03:56:08 PM,41.73327429,-87.55133578,"(41.73327429, -87.55133578)"
11370647,JB336917,07/05/2018 05:34:00 PM,009XX S KEDZIE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1134,011,24,27,05,1155176,1895744,2018,07/12/2018 03:56:08 PM,41.869728859,-87.705775751,"(41.869728859, -87.705775751)"
11370646,JB337026,07/05/2018 06:32:00 PM,014XX N KOLIN AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,2534,025,37,23,08A,1147115,1909135,2018,07/12/2018 03:56:08 PM,41.906633166,-87.735027465,"(41.906633166, -87.735027465)"
11370642,JB337153,07/05/2018 07:15:00 PM,041XX S PULASKI RD,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,false,false,0815,008,14,57,06,1150366,1876767,2018,07/12/2018 03:56:08 PM,41.817748687,-87.723929123,"(41.817748687, -87.723929123)"
11370641,JB337111,07/05/2018 06:00:00 PM,030XX W BERTEAU AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1724,017,33,16,14,1155483,1927762,2018,07/12/2018 03:56:08 PM,41.957582775,-87.70378584,"(41.957582775, -87.70378584)"
11370640,JB336979,07/05/2018 06:26:00 PM,130XX S INDIANA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0533,005,9,54,15,1179915,1819012,2018,07/12/2018 03:56:08 PM,41.658635903,-87.617297524,"(41.658635903, -87.617297524)"
11370639,JB337084,07/05/2018 07:33:00 PM,047XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,0821,008,14,58,06,1155835,1873178,2018,07/12/2018 03:56:08 PM,41.80779181,-87.703963414,"(41.80779181, -87.703963414)"
11370638,JB337115,07/05/2018 06:30:00 PM,033XX W CARROLL AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1123,011,28,27,08B,1154031,1902203,2018,07/12/2018 03:56:08 PM,41.887475918,-87.709807121,"(41.887475918, -87.709807121)"
11370637,JB337060,07/05/2018 05:25:00 PM,119XX S PARNELL AVE,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,SIDEWALK,false,false,0524,005,34,53,04A,1174782,1825817,2018,07/12/2018 03:56:08 PM,41.677425416,-87.635878846,"(41.677425416, -87.635878846)"
11370634,JB336581,07/05/2018 02:30:00 PM,037XX W CORTLAND ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,false,true,2535,025,26,22,26,1150979,1912362,2018,07/12/2018 03:56:08 PM,41.915413523,-87.720748667,"(41.915413523, -87.720748667)"
11370633,JB337070,07/05/2018 06:55:00 PM,062XX N BROADWAY,0820,THEFT,$500 AND UNDER,STREET,false,false,2433,024,49,77,06,1167171,1941490,2018,07/12/2018 03:56:08 PM,41.995009162,-87.660420591,"(41.995009162, -87.660420591)"
11370632,JB336928,07/05/2018 01:00:00 PM,019XX N ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1422,014,35,22,14,1152947,1912740,2018,07/12/2018 03:56:08 PM,41.916411987,-87.713508341,"(41.916411987, -87.713508341)"
11370631,JB336523,07/05/2018 12:01:00 PM,027XX N CLYBOURN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1931,019,32,7,14,1162901,1918174,2018,07/12/2018 03:56:08 PM,41.931120002,-87.676784841,"(41.931120002, -87.676784841)"
11370629,JB337078,07/05/2018 07:42:00 PM,031XX N ST LOUIS AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,APARTMENT,true,false,1412,014,35,21,24,1152513,1920582,2018,07/12/2018 03:56:08 PM,41.937939683,-87.714895047,"(41.937939683, -87.714895047)"
11370628,JB337108,07/05/2018 07:30:00 PM,008XX N AVERS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,1112,011,27,23,18,1150569,1905375,2018,07/12/2018 03:56:08 PM,41.896248542,-87.722437789,"(41.896248542, -87.722437789)"
11370626,JB336951,07/05/2018 05:48:00 PM,024XX W MADISON ST,0560,ASSAULT,SIMPLE,DRIVEWAY - RESIDENTIAL,false,false,1222,012,2,28,08A,1160182,1899944,2018,07/12/2018 03:56:08 PM,41.881152153,-87.68728119,"(41.881152153, -87.68728119)"
11370625,JB336868,07/05/2018 04:45:00 PM,083XX S STEWART AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0622,006,21,44,06,1175078,1849610,2018,07/12/2018 03:56:08 PM,41.742710224,-87.634088181,"(41.742710224, -87.634088181)"
11370624,JB337030,07/05/2018 05:15:00 PM,004XX E LOWER WACKER DR,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,0114,001,42,32,08A,1179263,1902486,2018,07/12/2018 03:56:08 PM,41.887711996,-87.617139647,"(41.887711996, -87.617139647)"
11370623,JB337088,07/05/2018 07:33:00 PM,054XX W IOWA ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1524,015,37,25,18,1139820,1905467,2018,07/12/2018 03:56:08 PM,41.896704238,-87.761915033,"(41.896704238, -87.761915033)"
11370615,JB337099,07/05/2018 04:15:00 PM,019XX W BRADLEY PL,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,1922,019,47,5,26,1162768,1924914,2018,07/12/2018 03:56:08 PM,41.949617738,-87.677083977,"(41.949617738, -87.677083977)"
11370614,JB336704,07/05/2018 03:25:00 PM,028XX E 76TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0421,004,7,43,11,1196271,1855505,2018,07/12/2018 03:56:08 PM,41.758387749,-87.556242783,"(41.758387749, -87.556242783)"
11370594,JB337116,07/05/2018 08:00:00 PM,051XX W MADISON ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,true,false,1533,015,28,25,18,1142006,1899535,2018,07/12/2018 03:56:08 PM,41.880385878,-87.7540332,"(41.880385878, -87.7540332)"
11370592,JB337110,07/05/2018 01:34:00 PM,076XX S MORGAN ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,false,false,0621,006,17,71,11,1170970,1854103,2018,07/12/2018 03:56:08 PM,41.755130227,-87.649009022,"(41.755130227, -87.649009022)"
11370590,JB336950,07/05/2018 05:22:00 PM,008XX N CICERO AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,GAS STATION,true,false,1111,011,37,25,18,1144207,1904963,2018,07/12/2018 03:56:08 PM,41.895239896,-87.745814792,"(41.895239896, -87.745814792)"
